District,District Name,Nom de Circonscription,Type of results*,Type de résultats**,Surname - Nom de famille,Middle name(s) - Autre(s) prénom(s),Given name - Prénom,party,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejetés***,Total number of ballots cast - Nombre total de votes déposés
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,preliminary,préliminaires,Baetz,,Elaine,ML,ML,56,.1,0,51694
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,preliminary,préliminaires,Correia,,Matthew,VCP,CAC,90,.2,0,51694
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,preliminary,préliminaires,Keeso,,Alan,Conservative,Conservateur,17359,33.6,0,51694
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,preliminary,préliminaires,Rahimi,,Wasai,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6853,13.3,0,51694
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,preliminary,préliminaires,Tabbara,,Marwan,Liberal,Libéral,20732,40.1,0,51694
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,preliminary,préliminaires,Todd,,Joseph,People's Party,Parti populaire,995,1.9,0,51694
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,preliminary,préliminaires,Weber,,David,Green Party,Parti Vert,5609,10.9,0,51694
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,validated,validés,Baetz,,Elaine,ML,ML,56,.1,395,52628
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,validated,validés,Correia,,Matthew,VCP,CAC,90,.2,395,52628
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,validated,validés,Keeso,,Alan,Conservative,Conservateur,17480,33.5,395,52628
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,validated,validés,Rahimi,,Wasai,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6945,13.3,395,52628
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,validated,validés,Tabbara,,Marwan,Liberal,Libéral,20986,40.2,395,52628
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,validated,validés,Todd,,Joseph,People's Party,Parti populaire,1005,1.9,395,52628
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,validated,validés,Weber,,David,Green Party,Parti Vert,5671,10.9,395,52628
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,preliminary,préliminaires,Atkins,,Bria,People's Party,Parti populaire,1794,3.1,0,57864
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,preliminary,préliminaires,Lalande,,Rob,VCP,CAC,324,.6,0,57864
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,preliminary,préliminaires,Li,,Anthony,Green Party,Parti Vert,3406,5.9,0,57864
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,preliminary,préliminaires,McCormick,,Jesse,Liberal,Libéral,14638,25.3,0,57864
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,preliminary,préliminaires,Mclay,,Dylan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9213,15.9,0,57864
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,preliminary,préliminaires,Rood,,Lianne,Conservative,Conservateur,28489,49.2,0,57864
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,validated,validés,Atkins,,Bria,People's Party,Parti populaire,1804,3.1,434,58846
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,validated,validés,Lalande,,Rob,VCP,CAC,325,.6,434,58846
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,validated,validés,Li,,Anthony,Green Party,Parti Vert,3463,5.9,434,58846
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,validated,validés,McCormick,,Jesse,Liberal,Libéral,14814,25.4,434,58846
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,validated,validés,Mclay,,Dylan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9355,16,434,58846
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,validated,validés,Rood,,Lianne,Conservative,Conservateur,28651,49,434,58846
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,preliminary,préliminaires,Barton,,Matthew,People's Party,Parti populaire,1089,1.8,0,60868
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,preliminary,préliminaires,Kennedy,,Kayley,Liberal,Libéral,14926,24.5,0,60868
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,preliminary,préliminaires,Kotze,,Stephen,Green Party,Parti Vert,6770,11.1,0,60868
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,preliminary,préliminaires,Reid,,Scott,Conservative,Conservateur,29405,48.3,0,60868
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,preliminary,préliminaires,Schilling,,Satinka,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8678,14.3,0,60868
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,validated,validés,Barton,,Matthew,People's Party,Parti populaire,1117,1.8,434,62915
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,validated,validés,Kennedy,,Kayley,Liberal,Libéral,15441,24.7,434,62915
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,validated,validés,Kotze,,Stephen,Green Party,Parti Vert,7011,11.2,434,62915
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,validated,validés,Reid,,Scott,Conservative,Conservateur,30077,48.1,434,62915
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,validated,validés,Schilling,,Satinka,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8835,14.1,434,62915
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,preliminary,préliminaires,Barrett,,Michael,Conservative,Conservateur,28435,49.2,0,57799
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,preliminary,préliminaires,Bennett,,Josh,Liberal,Libéral,15266,26.4,0,57799
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,preliminary,préliminaires,Hindle,,Evan,People's Party,Parti populaire,978,1.7,0,57799
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,preliminary,préliminaires,Rekmans,,Lorraine,Green Party,Parti Vert,5049,8.7,0,57799
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,preliminary,préliminaires,Taylor,,Michelle,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8071,14,0,57799
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,validated,validés,Barrett,,Michael,Conservative,Conservateur,28630,49,479,58932
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,validated,validés,Bennett,,Josh,Liberal,Libéral,15482,26.5,479,58932
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,validated,validés,Hindle,,Evan,People's Party,Parti populaire,988,1.7,479,58932
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,validated,validés,Rekmans,,Lorraine,Green Party,Parti Vert,5152,8.8,479,58932
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,validated,validés,Taylor,,Michelle,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8201,14,479,58932
35051,London--Fanshawe,London--Fanshawe,preliminary,préliminaires,Campbell,,Stephen,Independent,Indépendant(e),297,.5,0,54933
35051,London--Fanshawe,London--Fanshawe,preliminary,préliminaires,Cull,,Tom,Green Party,Parti Vert,2750,5,0,54933
35051,London--Fanshawe,London--Fanshawe,preliminary,préliminaires,Hammoud,,Mohamed,Liberal,Libéral,14679,26.7,0,54933
35051,London--Fanshawe,London--Fanshawe,preliminary,préliminaires,Kosoian,,Bela,People's Party,Parti populaire,1121,2,0,54933
35051,London--Fanshawe,London--Fanshawe,preliminary,préliminaires,Mathyssen,,Lindsay,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,22450,40.9,0,54933
35051,London--Fanshawe,London--Fanshawe,preliminary,préliminaires,van Holst,,Michael,Conservative,Conservateur,13636,24.8,0,54933
35051,London--Fanshawe,London--Fanshawe,validated,validés,Campbell,,Stephen,Independent,Indépendant(e),297,.5,518,56093
35051,London--Fanshawe,London--Fanshawe,validated,validés,Cull,,Tom,Green Party,Parti Vert,2781,5,518,56093
35051,London--Fanshawe,London--Fanshawe,validated,validés,Hammoud,,Mohamed,Liberal,Libéral,14924,26.9,518,56093
35051,London--Fanshawe,London--Fanshawe,validated,validés,Kosoian,,Bela,People's Party,Parti populaire,1132,2,518,56093
35051,London--Fanshawe,London--Fanshawe,validated,validés,Mathyssen,,Lindsay,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,22671,40.8,518,56093
35051,London--Fanshawe,London--Fanshawe,validated,validés,van Holst,,Michael,Conservative,Conservateur,13770,24.8,518,56093
35052,London North Centre,London-Centre-Nord,preliminary,préliminaires,Bokhari,,Sarah,Conservative,Conservateur,14291,23.9,0,59777
35052,London North Centre,London-Centre-Nord,preliminary,préliminaires,Dyck,,Carol,Green Party,Parti Vert,4509,7.5,0,59777
35052,London North Centre,London-Centre-Nord,preliminary,préliminaires,Fragiskatos,,Peter,Liberal,Libéral,25496,42.7,0,59777
35052,London North Centre,London-Centre-Nord,preliminary,préliminaires,Mansur,,Salim,People's Party,Parti populaire,1432,2.4,0,59777
35052,London North Centre,London-Centre-Nord,preliminary,préliminaires,Prout,,Dirka,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,13924,23.3,0,59777
35052,London North Centre,London-Centre-Nord,preliminary,préliminaires,Sorrenti,,Clara,Communist,Communiste,125,.2,0,59777
35052,London North Centre,London-Centre-Nord,validated,validés,Bokhari,,Sarah,Conservative,Conservateur,15066,23.6,493,64234
35052,London North Centre,London-Centre-Nord,validated,validés,Dyck,,Carol,Green Party,Parti Vert,4872,7.6,493,64234
35052,London North Centre,London-Centre-Nord,validated,validés,Fragiskatos,,Peter,Liberal,Libéral,27247,42.7,493,64234
35052,London North Centre,London-Centre-Nord,validated,validés,Mansur,,Salim,People's Party,Parti populaire,1532,2.4,493,64234
35052,London North Centre,London-Centre-Nord,validated,validés,Prout,,Dirka,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,14887,23.4,493,64234
35052,London North Centre,London-Centre-Nord,validated,validés,Sorrenti,,Clara,Communist,Communiste,137,.2,493,64234
35053,London West,London-Ouest,preliminary,préliminaires,Boudreau,,Jacques,Libertarian,Libertarien,524,.7,0,70234
35053,London West,London-Ouest,preliminary,préliminaires,Hodge,,Mary Ann,Green Party,Parti Vert,3767,5.4,0,70234
35053,London West,London-Ouest,preliminary,préliminaires,Lewkowitz,,Shawna,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,15010,21.4,0,70234
35053,London West,London-Ouest,preliminary,préliminaires,Mcmullen,,Mike,People's Party,Parti populaire,1161,1.7,0,70234
35053,London West,London-Ouest,preliminary,préliminaires,Snelgrove,,Liz,Conservative,Conservateur,19718,28.1,0,70234
35053,London West,London-Ouest,preliminary,préliminaires,Young,,Kate,Liberal,Libéral,30054,42.8,0,70234
35053,London West,London-Ouest,validated,validés,Boudreau,,Jacques,Libertarian,Libertarien,523,.7,496,71769
35053,London West,London-Ouest,validated,validés,Hodge,,Mary Ann,Green Party,Parti Vert,3827,5.4,496,71769
35053,London West,London-Ouest,validated,validés,Lewkowitz,,Shawna,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,15220,21.4,496,71769
35053,London West,London-Ouest,validated,validés,Mcmullen,,Mike,People's Party,Parti populaire,1171,1.6,496,71769
35053,London West,London-Ouest,validated,validés,Snelgrove,,Liz,Conservative,Conservateur,19910,27.9,496,71769
35053,London West,London-Ouest,validated,validés,Young,,Kate,Liberal,Libéral,30622,43,496,71769
35054,Markham--Stouffville,Markham--Stouffville,preliminary,préliminaires,Antony,,Theodore,Conservative,Conservateur,19570,30.7,0,63654
35054,Markham--Stouffville,Markham--Stouffville,preliminary,préliminaires,Berman,,Hal,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4013,6.3,0,63654
35054,Markham--Stouffville,Markham--Stouffville,preliminary,préliminaires,Jaczek,,Helena,Liberal,Libéral,24743,38.9,0,63654
35054,Markham--Stouffville,Markham--Stouffville,preliminary,préliminaires,Lin,,Jeremy,People's Party,Parti populaire,531,.8,0,63654
35054,Markham--Stouffville,Markham--Stouffville,preliminary,préliminaires,Long,,Roy,Green Party,Parti Vert,1581,2.5,0,63654
35054,Markham--Stouffville,Markham--Stouffville,preliminary,préliminaires,Philpott,,Jane,Independent,Indépendant(e),13216,20.8,0,63654
35054,Markham--Stouffville,Markham--Stouffville,validated,validés,Antony,,Theodore,Conservative,Conservateur,19703,30.6,623,65011
35054,Markham--Stouffville,Markham--Stouffville,validated,validés,Berman,,Hal,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4132,6.4,623,65011
35054,Markham--Stouffville,Markham--Stouffville,validated,validés,Jaczek,,Helena,Liberal,Libéral,25055,38.9,623,65011
35054,Markham--Stouffville,Markham--Stouffville,validated,validés,Lin,,Jeremy,People's Party,Parti populaire,537,.8,623,65011
35054,Markham--Stouffville,Markham--Stouffville,validated,validés,Long,,Roy,Green Party,Parti Vert,1621,2.5,623,65011
35054,Markham--Stouffville,Markham--Stouffville,validated,validés,Philpott,,Jane,Independent,Indépendant(e),13340,20.7,623,65011
35055,Markham--Thornhill,Markham--Thornhill,preliminary,préliminaires,Macwan,,Josephbai,Independent,Indépendant(e),281,.6,0,44330
35055,Markham--Thornhill,Markham--Thornhill,preliminary,préliminaires,Ng,,Mary,Liberal,Libéral,23826,53.7,0,44330
35055,Markham--Thornhill,Markham--Thornhill,preliminary,préliminaires,Remedios,,Peter,People's Party,Parti populaire,356,.8,0,44330
35055,Markham--Thornhill,Markham--Thornhill,preliminary,préliminaires,Sahbaz,,Paul,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3248,7.3,0,44330
35055,Markham--Thornhill,Markham--Thornhill,preliminary,préliminaires,Williams,,Chris,Green Party,Parti Vert,1218,2.7,0,44330
35055,Markham--Thornhill,Markham--Thornhill,preliminary,préliminaires,Yuan,,Alex,Conservative,Conservateur,15401,34.7,0,44330
35055,Markham--Thornhill,Markham--Thornhill,validated,validés,Macwan,,Josephbai,Independent,Indépendant(e),276,.6,448,44779
35055,Markham--Thornhill,Markham--Thornhill,validated,validés,Ng,,Mary,Liberal,Libéral,23899,53.9,448,44779
35055,Markham--Thornhill,Markham--Thornhill,validated,validés,Remedios,,Peter,People's Party,Parti populaire,357,.8,448,44779
35055,Markham--Thornhill,Markham--Thornhill,validated,validés,Sahbaz,,Paul,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3233,7.3,448,44779
35055,Markham--Thornhill,Markham--Thornhill,validated,validés,Williams,,Chris,Green Party,Parti Vert,1247,2.8,448,44779
35055,Markham--Thornhill,Markham--Thornhill,validated,validés,Yuan,,Alex,Conservative,Conservateur,15319,34.6,448,44779
35056,Markham--Unionville,Markham--Unionville,preliminary,préliminaires,Chung,,Sarah,People's Party,Parti populaire,863,1.6,0,52464
35056,Markham--Unionville,Markham--Unionville,preliminary,préliminaires,Hines,,Gregory,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3393,6.5,0,52464
35056,Markham--Unionville,Markham--Unionville,preliminary,préliminaires,Ho,,Alan,Liberal,Libéral,20019,38.2,0,52464
35056,Markham--Unionville,Markham--Unionville,preliminary,préliminaires,Kao,,Elvin,Green Party,Parti Vert,2318,4.4,0,52464
35056,Markham--Unionville,Markham--Unionville,preliminary,préliminaires,Saroya,,Bob,Conservative,Conservateur,25871,49.3,0,52464
35056,Markham--Unionville,Markham--Unionville,validated,validés,Chung,,Sarah,People's Party,Parti populaire,861,1.6,523,53919
35056,Markham--Unionville,Markham--Unionville,validated,validés,Hines,,Gregory,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3524,6.6,523,53919
35056,Markham--Unionville,Markham--Unionville,validated,validés,Ho,,Alan,Liberal,Libéral,20484,38.4,523,53919
35056,Markham--Unionville,Markham--Unionville,validated,validés,Kao,,Elvin,Green Party,Parti Vert,2394,4.5,523,53919
35056,Markham--Unionville,Markham--Unionville,validated,validés,Saroya,,Bob,Conservative,Conservateur,26133,48.9,523,53919
35057,Milton,Milton,preliminary,préliminaires,Dastur,,Percy,People's Party,Parti populaire,610,1,0,59005
35057,Milton,Milton,preliminary,préliminaires,Hassan,,Farina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3761,6.4,0,59005
35057,Milton,Milton,preliminary,préliminaires,Hayward,,Eleanor,Green Party,Parti Vert,2713,4.6,0,59005
35057,Milton,Milton,preliminary,préliminaires,Raitt,,Lisa,Conservative,Conservateur,21454,36.4,0,59005
35057,Milton,Milton,preliminary,préliminaires,van Koeverden,,Adam,Liberal,Libéral,30467,51.6,0,59005
35057,Milton,Milton,validated,validés,Dastur,,Percy,People's Party,Parti populaire,613,1,379,60058
35057,Milton,Milton,validated,validés,Hassan,,Farina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3851,6.5,379,60058
35057,Milton,Milton,validated,validés,Hayward,,Eleanor,Green Party,Parti Vert,2769,4.6,379,60058
35057,Milton,Milton,validated,validés,Raitt,,Lisa,Conservative,Conservateur,21564,36.1,379,60058
35057,Milton,Milton,validated,validés,van Koeverden,,Adam,Liberal,Libéral,30882,51.7,379,60058
35058,Mississauga Centre,Mississauga-Centre,preliminary,préliminaires,Alghabra,,Omar,Liberal,Libéral,29472,55.7,0,52948
35058,Mississauga Centre,Mississauga-Centre,preliminary,préliminaires,Micalef,,David,People's Party,Parti populaire,825,1.6,0,52948
35058,Mississauga Centre,Mississauga-Centre,preliminary,préliminaires,Mikael,,Milad,Conservative,Conservateur,15758,29.8,0,52948
35058,Mississauga Centre,Mississauga-Centre,preliminary,préliminaires,Reinoso,,Hugo,Green Party,Parti Vert,1617,3.1,0,52948
35058,Mississauga Centre,Mississauga-Centre,preliminary,préliminaires,Vezina,,Greg,Independent,Indépendant(e),251,.5,0,52948
35058,Mississauga Centre,Mississauga-Centre,preliminary,préliminaires,Walji,,Sarah,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5025,9.5,0,52948
35058,Mississauga Centre,Mississauga-Centre,validated,validés,Alghabra,,Omar,Liberal,Libéral,29974,55.8,475,54231
35058,Mississauga Centre,Mississauga-Centre,validated,validés,Micalef,,David,People's Party,Parti populaire,837,1.6,475,54231
35058,Mississauga Centre,Mississauga-Centre,validated,validés,Mikael,,Milad,Conservative,Conservateur,15874,29.5,475,54231
35058,Mississauga Centre,Mississauga-Centre,validated,validés,Reinoso,,Hugo,Green Party,Parti Vert,1646,3.1,475,54231
35058,Mississauga Centre,Mississauga-Centre,validated,validés,Vezina,,Greg,Independent,Indépendant(e),252,.5,475,54231
35058,Mississauga Centre,Mississauga-Centre,validated,validés,Walji,,Sarah,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5173,9.6,475,54231
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,preliminary,préliminaires,Di Carlo,,Anna,ML,ML,178,.3,0,51079
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,preliminary,préliminaires,Fonseca,,Peter,Liberal,Libéral,27058,53,0,51079
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,preliminary,préliminaires,Lizon,,Wladyslaw,Conservative,Conservateur,17237,33.7,0,51079
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,preliminary,préliminaires,Rasheed,,Maha,Green Party,Parti Vert,1530,3,0,51079
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,preliminary,préliminaires,Rizvi,,Syed,People's Party,Parti populaire,624,1.2,0,51079
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,preliminary,préliminaires,Takacs,,Tom,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4452,8.7,0,51079
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,validated,validés,Di Carlo,,Anna,ML,ML,178,.3,483,53106
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,validated,validés,Fonseca,,Peter,Liberal,Libéral,27923,53.1,483,53106
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,validated,validés,Lizon,,Wladyslaw,Conservative,Conservateur,17664,33.6,483,53106
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,validated,validés,Rasheed,,Maha,Green Party,Parti Vert,1578,3,483,53106
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,validated,validés,Rizvi,,Syed,People's Party,Parti populaire,637,1.2,483,53106
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,validated,validés,Takacs,,Tom,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4643,8.8,483,53106
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,preliminary,préliminaires,Alsabagh,,Hazar,People's Party,Parti populaire,650,1.1,0,57954
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,preliminary,préliminaires,Boscarino-Gaetano,,Remo,Green Party,Parti Vert,2156,3.7,0,57954
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,preliminary,préliminaires,Khalid,,Iqra,Liberal,Libéral,30894,53.3,0,57954
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,preliminary,préliminaires,Tariq,,Salman,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5149,8.9,0,57954
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,preliminary,préliminaires,Tawfilis,,Hani,Conservative,Conservateur,19105,33,0,57954
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,validated,validés,Alsabagh,,Hazar,People's Party,Parti populaire,648,1.1,637,58899
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,validated,validés,Boscarino-Gaetano,,Remo,Green Party,Parti Vert,2147,3.7,637,58899
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,validated,validés,Khalid,,Iqra,Liberal,Libéral,31181,53.5,637,58899
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,validated,validés,Tariq,,Salman,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5236,9,637,58899
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,validated,validés,Tawfilis,,Hani,Conservative,Conservateur,19050,32.7,637,58899
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,preliminary,préliminaires,Ambler,,Stella,Conservative,Conservateur,22573,37.5,0,60129
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,preliminary,préliminaires,Darby,,Carlton,UPC,UPC,96,.2,0,60129
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,preliminary,préliminaires,Laughton,,Adam,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4979,8.3,0,60129
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,preliminary,préliminaires,Spengemann,,Sven,Liberal,Libéral,28994,48.2,0,60129
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,preliminary,préliminaires,Trentelman,,Cynthia,Green Party,Parti Vert,2756,4.6,0,60129
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,preliminary,préliminaires,Vizitiu,,Eugen,People's Party,Parti populaire,731,1.2,0,60129
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,validated,validés,Ambler,,Stella,Conservative,Conservateur,22740,37.3,407,61406
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,validated,validés,Darby,,Carlton,UPC,UPC,99,.2,407,61406
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,validated,validés,Laughton,,Adam,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5103,8.4,407,61406
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,validated,validés,Spengemann,,Sven,Liberal,Libéral,29526,48.4,407,61406
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,validated,validés,Trentelman,,Cynthia,Green Party,Parti Vert,2814,4.6,407,61406
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,validated,validés,Vizitiu,,Eugen,People's Party,Parti populaire,717,1.2,407,61406
35062,Mississauga--Malton,Mississauga--Malton,preliminary,préliminaires,Bains,,Navdeep,Liberal,Libéral,27501,57.4,0,47893
35062,Mississauga--Malton,Mississauga--Malton,preliminary,préliminaires,Buchanan,,Prudence,UPC,UPC,320,.7,0,47893
35062,Mississauga--Malton,Mississauga--Malton,preliminary,préliminaires,Chilelli,,Frank,ML,ML,89,.2,0,47893
35062,Mississauga--Malton,Mississauga--Malton,preliminary,préliminaires,Clarke,,Nikki,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5953,12.4,0,47893
35062,Mississauga--Malton,Mississauga--Malton,preliminary,préliminaires,Gora,,Tahir,People's Party,Parti populaire,364,.8,0,47893
35062,Mississauga--Malton,Mississauga--Malton,preliminary,préliminaires,Porter,,Christina,Green Party,Parti Vert,1218,2.5,0,47893
35062,Mississauga--Malton,Mississauga--Malton,preliminary,préliminaires,Varughese,,Tom,Conservative,Conservateur,12448,26,0,47893
35062,Mississauga--Malton,Mississauga--Malton,validated,validés,Bains,,Navdeep,Liberal,Libéral,27890,57.5,500,49037
35062,Mississauga--Malton,Mississauga--Malton,validated,validés,Buchanan,,Prudence,UPC,UPC,306,.6,500,49037
35062,Mississauga--Malton,Mississauga--Malton,validated,validés,Chilelli,,Frank,ML,ML,90,.2,500,49037
35062,Mississauga--Malton,Mississauga--Malton,validated,validés,Clarke,,Nikki,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6103,12.6,500,49037
35062,Mississauga--Malton,Mississauga--Malton,validated,validés,Gora,,Tahir,People's Party,Parti populaire,369,.8,500,49037
35062,Mississauga--Malton,Mississauga--Malton,validated,validés,Porter,,Christina,Green Party,Parti Vert,1251,2.6,500,49037
35062,Mississauga--Malton,Mississauga--Malton,validated,validés,Varughese,,Tom,Conservative,Conservateur,12528,25.8,500,49037
35063,Mississauga--Streetsville,Mississauga--Streetsville,preliminary,préliminaires,Girguis,,Samir,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5955,10.3,0,57899
35063,Mississauga--Streetsville,Mississauga--Streetsville,preliminary,préliminaires,Hill,,Chris,Green Party,Parti Vert,2695,4.7,0,57899
35063,Mississauga--Streetsville,Mississauga--Streetsville,preliminary,préliminaires,McIver,,Thomas,People's Party,Parti populaire,721,1.2,0,57899
35063,Mississauga--Streetsville,Mississauga--Streetsville,preliminary,préliminaires,Melek,,Ghada,Conservative,Conservateur,19227,33.2,0,57899
35063,Mississauga--Streetsville,Mississauga--Streetsville,preliminary,préliminaires,Sikand,,Gagan,Liberal,Libéral,29058,50.2,0,57899
35063,Mississauga--Streetsville,Mississauga--Streetsville,preliminary,préliminaires,Spizzirri,,Natalie,Animal Protection Party,Parti Protection Animaux,243,.4,0,57899
35063,Mississauga--Streetsville,Mississauga--Streetsville,validated,validés,Girguis,,Samir,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6036,10.3,437,59202
35063,Mississauga--Streetsville,Mississauga--Streetsville,validated,validés,Hill,,Chris,Green Party,Parti Vert,2688,4.6,437,59202
