District,District Name,Nom de Circonscription,Type of results*,Type de résultats**,Surname - Nom de famille,Middle name(s) - Autre(s) prénom(s),Given name - Prénom,party,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejetés***,Total number of ballots cast - Nombre total de votes déposés
24067,Saint-Jean,Saint-Jean,preliminary,préliminaires,Reeves,,Chantal,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4711,7.7,0,61354
24067,Saint-Jean,Saint-Jean,preliminary,préliminaires,Rioux,,Jean,Liberal,Libéral,18767,30.6,0,61354
24067,Saint-Jean,Saint-Jean,preliminary,préliminaires,Savary,,Yvon,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,286,.5,0,61354
24067,Saint-Jean,Saint-Jean,preliminary,préliminaires,Thibert,,Martin,Conservative,Conservateur,6466,10.5,0,61354
24067,Saint-Jean,Saint-Jean,validated,validés,Chenail,,André-Philippe,Green Party,Parti Vert,3127,5.1,1241,63116
24067,Saint-Jean,Saint-Jean,validated,validés,Hivon,,Marc,People's Party,Parti populaire,397,.6,1241,63116
24067,Saint-Jean,Saint-Jean,validated,validés,Normandin,,Christine,Bloc Québécois,Bloc Québécois,27750,44.8,1241,63116
24067,Saint-Jean,Saint-Jean,validated,validés,Reeves,,Chantal,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4794,7.7,1241,63116
24067,Saint-Jean,Saint-Jean,validated,validés,Rioux,,Jean,Liberal,Libéral,18906,30.6,1241,63116
24067,Saint-Jean,Saint-Jean,validated,validés,Savary,,Yvon,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,289,.5,1241,63116
24067,Saint-Jean,Saint-Jean,validated,validés,Thibert,,Martin,Conservative,Conservateur,6612,10.7,1241,63116
24068,Saint-Laurent,Saint-Laurent,preliminary,préliminaires,Boutet,,Ginette,ML,ML,71,.2,0,39629
24068,Saint-Laurent,Saint-Laurent,preliminary,préliminaires,Gallo,,Miranda,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3976,10,0,39629
24068,Saint-Laurent,Saint-Laurent,preliminary,préliminaires,Kokotsis,,Georgia,Green Party,Parti Vert,2101,5.3,0,39629
24068,Saint-Laurent,Saint-Laurent,preliminary,préliminaires,Lambropoulos,,Emmanuella,Liberal,Libéral,23272,58.7,0,39629
24068,Saint-Laurent,Saint-Laurent,preliminary,préliminaires,Mikus,,Christopher,People's Party,Parti populaire,475,1.2,0,39629
24068,Saint-Laurent,Saint-Laurent,preliminary,préliminaires,Miljours,,Thérèse,Bloc Québécois,Bloc Québécois,2820,7.1,0,39629
24068,Saint-Laurent,Saint-Laurent,preliminary,préliminaires,Serour,,Richard,Conservative,Conservateur,6914,17.4,0,39629
24068,Saint-Laurent,Saint-Laurent,validated,validés,Boutet,,Ginette,ML,ML,71,.2,618,40765
24068,Saint-Laurent,Saint-Laurent,validated,validés,Gallo,,Miranda,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4065,10.1,618,40765
24068,Saint-Laurent,Saint-Laurent,validated,validés,Kokotsis,,Georgia,Green Party,Parti Vert,2150,5.4,618,40765
24068,Saint-Laurent,Saint-Laurent,validated,validés,Lambropoulos,,Emmanuella,Liberal,Libéral,23527,58.6,618,40765
24068,Saint-Laurent,Saint-Laurent,validated,validés,Mikus,,Christopher,People's Party,Parti populaire,484,1.2,618,40765
24068,Saint-Laurent,Saint-Laurent,validated,validés,Miljours,,Thérèse,Bloc Québécois,Bloc Québécois,2845,7.1,618,40765
24068,Saint-Laurent,Saint-Laurent,validated,validés,Serour,,Richard,Conservative,Conservateur,7005,17.4,618,40765
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,preliminary,préliminaires,Ayala,,Paulina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2896,6.4,0,45000
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,preliminary,préliminaires,Colly,,Garnet,ML,ML,85,.2,0,45000
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,preliminary,préliminaires,Di Serio,,Tina,People's Party,Parti populaire,515,1.1,0,45000
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,preliminary,préliminaires,Guillet,,Hassan,Independent,Indépendant(e),3126,6.9,0,45000
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,preliminary,préliminaires,Lattanzio,,Patricia,Liberal,Libéral,27553,61.2,0,45000
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,preliminary,préliminaires,Maiolo,,Ilario,Conservative,Conservateur,5353,11.9,0,45000
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,preliminary,préliminaires,Mougin,,Dominique,Bloc Québécois,Bloc Québécois,4324,9.6,0,45000
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,preliminary,préliminaires,Szilagyi,,Alessandra,Green Party,Parti Vert,1148,2.6,0,45000
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,validated,validés,Ayala,,Paulina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2964,6.5,993,46427
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,validated,validés,Colly,,Garnet,ML,ML,85,.2,993,46427
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,validated,validés,Di Serio,,Tina,People's Party,Parti populaire,501,1.1,993,46427
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,validated,validés,Guillet,,Hassan,Independent,Indépendant(e),3061,6.7,993,46427
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,validated,validés,Lattanzio,,Patricia,Liberal,Libéral,27866,61.3,993,46427
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,validated,validés,Maiolo,,Ilario,Conservative,Conservateur,5423,11.9,993,46427
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,validated,validés,Mougin,,Dominique,Bloc Québécois,Bloc Québécois,4351,9.6,993,46427
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,validated,validés,Szilagyi,,Alessandra,Green Party,Parti Vert,1183,2.6,993,46427
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,preliminary,préliminaires,Boisguérin,,Barthélémy,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3016,5.2,0,58029
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,preliminary,préliminaires,Champagne,,François-Philippe,Liberal,Libéral,22961,39.6,0,58029
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,preliminary,préliminaires,Courchesne,,Bruno-Pier,Conservative,Conservateur,9497,16.4,0,58029
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,preliminary,préliminaires,Dufresne,,Stéphanie,Green Party,Parti Vert,1763,3,0,58029
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,preliminary,préliminaires,Déziel,,Julie,People's Party,Parti populaire,936,1.6,0,58029
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,preliminary,préliminaires,Morin,,Nicole,Bloc Québécois,Bloc Québécois,19856,34.2,0,58029
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,validated,validés,Boisguérin,,Barthélémy,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3071,5.3,1307,59721
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,validated,validés,Champagne,,François-Philippe,Liberal,Libéral,23104,39.6,1307,59721
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,validated,validés,Courchesne,,Bruno-Pier,Conservative,Conservateur,9542,16.3,1307,59721
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,validated,validés,Dufresne,,Stéphanie,Green Party,Parti Vert,1809,3.1,1307,59721
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,validated,validés,Déziel,,Julie,People's Party,Parti populaire,938,1.6,1307,59721
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,validated,validés,Morin,,Nicole,Bloc Québécois,Bloc Québécois,19950,34.2,1307,59721
24071,Salaberry--Suroît,Salaberry--Suroît,preliminary,préliminaires,AlShawa,,Nahed,Green Party,Parti Vert,1970,3.1,0,62568
24071,Salaberry--Suroît,Salaberry--Suroît,preliminary,préliminaires,Bertrand,,Luc,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,348,.6,0,62568
24071,Salaberry--Suroît,Salaberry--Suroît,preliminary,préliminaires,Debellefeuille,,Claude,Bloc Québécois,Bloc Québécois,29904,47.8,0,62568
24071,Salaberry--Suroît,Salaberry--Suroît,preliminary,préliminaires,Faubert,,Marc,Liberal,Libéral,18546,29.6,0,62568
24071,Salaberry--Suroît,Salaberry--Suroît,preliminary,préliminaires,Gottman,,Joan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4966,7.9,0,62568
24071,Salaberry--Suroît,Salaberry--Suroît,preliminary,préliminaires,Larivière,,Cynthia,Conservative,Conservateur,6073,9.7,0,62568
24071,Salaberry--Suroît,Salaberry--Suroît,preliminary,préliminaires,Savard,,Alain,People's Party,Parti populaire,761,1.2,0,62568
24071,Salaberry--Suroît,Salaberry--Suroît,validated,validés,AlShawa,,Nahed,Green Party,Parti Vert,1997,3.2,1285,64188
24071,Salaberry--Suroît,Salaberry--Suroît,validated,validés,Bertrand,,Luc,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,342,.5,1285,64188
24071,Salaberry--Suroît,Salaberry--Suroît,validated,validés,Debellefeuille,,Claude,Bloc Québécois,Bloc Québécois,29975,47.7,1285,64188
24071,Salaberry--Suroît,Salaberry--Suroît,validated,validés,Faubert,,Marc,Liberal,Libéral,18682,29.7,1285,64188
24071,Salaberry--Suroît,Salaberry--Suroît,validated,validés,Gottman,,Joan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5024,8,1285,64188
24071,Salaberry--Suroît,Salaberry--Suroît,validated,validés,Larivière,,Cynthia,Conservative,Conservateur,6116,9.7,1285,64188
24071,Salaberry--Suroît,Salaberry--Suroît,validated,validés,Savard,,Alain,People's Party,Parti populaire,767,1.2,1285,64188
24072,Shefford,Shefford,preliminary,préliminaires,Breton,,Pierre,Liberal,Libéral,22472,37.1,0,60552
24072,Shefford,Shefford,preliminary,préliminaires,Clermont,,Nathalie,Conservative,Conservateur,7470,12.3,0,60552
24072,Shefford,Shefford,preliminary,préliminaires,Daviault,,Darlène,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,291,.5,0,60552
24072,Shefford,Shefford,preliminary,préliminaires,Larouche,,Andréanne,Bloc Québécois,Bloc Québécois,23438,38.7,0,60552
24072,Shefford,Shefford,preliminary,préliminaires,Plamondon,,Raymonde,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3631,6,0,60552
24072,Shefford,Shefford,preliminary,préliminaires,Sabbagh,,Mariam,People's Party,Parti populaire,493,.8,0,60552
24072,Shefford,Shefford,preliminary,préliminaires,Turgeon,,Katherine,Green Party,Parti Vert,2757,4.6,0,60552
24072,Shefford,Shefford,validated,validés,Breton,,Pierre,Liberal,Libéral,22605,37.1,1313,62226
24072,Shefford,Shefford,validated,validés,Clermont,,Nathalie,Conservative,Conservateur,7495,12.3,1313,62226
24072,Shefford,Shefford,validated,validés,Daviault,,Darlène,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,294,.5,1313,62226
24072,Shefford,Shefford,validated,validés,Larouche,,Andréanne,Bloc Québécois,Bloc Québécois,23503,38.6,1313,62226
24072,Shefford,Shefford,validated,validés,Plamondon,,Raymonde,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3705,6.1,1313,62226
24072,Shefford,Shefford,validated,validés,Sabbagh,,Mariam,People's Party,Parti populaire,497,.8,1313,62226
24072,Shefford,Shefford,validated,validés,Turgeon,,Katherine,Green Party,Parti Vert,2814,4.6,1313,62226
24073,Sherbrooke,Sherbrooke,preliminary,préliminaires,Brière,,Élisabeth,Liberal,Libéral,17551,29.3,0,59850
24073,Sherbrooke,Sherbrooke,preliminary,préliminaires,Côté,,Steve,Parti Rhinocéros Party,Parti Rhinocéros Party,221,.4,0,59850
24073,Sherbrooke,Sherbrooke,preliminary,préliminaires,Dusseault,,Pierre-Luc,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16917,28.3,0,59850
24073,Sherbrooke,Sherbrooke,preliminary,préliminaires,Forgues,,Claude,Bloc Québécois,Bloc Québécois,15465,25.8,0,59850
24073,Sherbrooke,Sherbrooke,preliminary,préliminaires,Moreno,,Edwin,Independent,Indépendant(e),482,.8,0,59850
24073,Sherbrooke,Sherbrooke,preliminary,préliminaires,Morin,,Mathieu,Green Party,Parti Vert,2721,4.5,0,59850
24073,Sherbrooke,Sherbrooke,preliminary,préliminaires,Richard,,Hubert,No Affiliation,Aucune appartenance,117,.2,0,59850
24073,Sherbrooke,Sherbrooke,preliminary,préliminaires,Sévigny,,Dany,Conservative,Conservateur,6376,10.7,0,59850
24073,Sherbrooke,Sherbrooke,validated,validés,Brière,,Élisabeth,Liberal,Libéral,17490,29.3,1003,60729
24073,Sherbrooke,Sherbrooke,validated,validés,Côté,,Steve,Parti Rhinocéros Party,Parti Rhinocéros Party,219,.4,1003,60729
24073,Sherbrooke,Sherbrooke,validated,validés,Dusseault,,Pierre-Luc,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16881,28.3,1003,60729
24073,Sherbrooke,Sherbrooke,validated,validés,Forgues,,Claude,Bloc Québécois,Bloc Québécois,15470,25.9,1003,60729
24073,Sherbrooke,Sherbrooke,validated,validés,Moreno,,Edwin,Independent,Indépendant(e),471,.8,1003,60729
24073,Sherbrooke,Sherbrooke,validated,validés,Morin,,Mathieu,Green Party,Parti Vert,2716,4.5,1003,60729
24073,Sherbrooke,Sherbrooke,validated,validés,Richard,,Hubert,No Affiliation,Aucune appartenance,117,.2,1003,60729
24073,Sherbrooke,Sherbrooke,validated,validés,Sévigny,,Dany,Conservative,Conservateur,6362,10.7,1003,60729
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,preliminary,préliminaires,Cox,,Karen,Conservative,Conservateur,7712,11.4,0,67564
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,preliminary,préliminaires,MacDonald,,Amanda,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7263,10.7,0,67564
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,preliminary,préliminaires,Rouillard,,Noémie,Bloc Québécois,Bloc Québécois,16550,24.5,0,67564
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,preliminary,préliminaires,Schiefke,,Peter,Liberal,Libéral,31971,47.3,0,67564
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,preliminary,préliminaires,Stiff,,Cameron,Green Party,Parti Vert,3373,5,0,67564
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,preliminary,préliminaires,Tam,,Kaylin,People's Party,Parti populaire,695,1,0,67564
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,validated,validés,Cox,,Karen,Conservative,Conservateur,7804,11.5,962,69104
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,validated,validés,MacDonald,,Amanda,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7368,10.8,962,69104
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,validated,validés,Rouillard,,Noémie,Bloc Québécois,Bloc Québécois,16600,24.4,962,69104
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,validated,validés,Schiefke,,Peter,Liberal,Libéral,32254,47.3,962,69104
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,validated,validés,Stiff,,Cameron,Green Party,Parti Vert,3405,5,962,69104
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,validated,validés,Tam,,Kaylin,People's Party,Parti populaire,711,1,962,69104
24075,Terrebonne,Terrebonne,preliminary,préliminaires,Barnes,,Jeffrey,People's Party,Parti populaire,397,.7,0,60579
24075,Terrebonne,Terrebonne,preliminary,préliminaires,Beauchemin,,Frédéric,Liberal,Libéral,17637,29.1,0,60579
24075,Terrebonne,Terrebonne,preliminary,préliminaires,Beaudoin,,Maxime,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4524,7.5,0,60579
24075,Terrebonne,Terrebonne,preliminary,préliminaires,Boudrias,,Michel,Bloc Québécois,Bloc Québécois,30785,50.8,0,60579
24075,Terrebonne,Terrebonne,preliminary,préliminaires,Gagnon,,France,Conservative,Conservateur,4593,7.6,0,60579
24075,Terrebonne,Terrebonne,preliminary,préliminaires,Hébert,,Jade,Independent,Indépendant(e),169,.3,0,60579
24075,Terrebonne,Terrebonne,preliminary,préliminaires,Monette,,Réjean,Green Party,Parti Vert,2222,3.7,0,60579
24075,Terrebonne,Terrebonne,preliminary,préliminaires,Vézina,,Paul,Parti Rhinocéros Party,Parti Rhinocéros Party,252,.4,0,60579
24075,Terrebonne,Terrebonne,validated,validés,Barnes,,Jeffrey,People's Party,Parti populaire,399,.7,1282,62617
24075,Terrebonne,Terrebonne,validated,validés,Beauchemin,,Frédéric,Liberal,Libéral,17944,29.3,1282,62617
24075,Terrebonne,Terrebonne,validated,validés,Beaudoin,,Maxime,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4627,7.5,1282,62617
24075,Terrebonne,Terrebonne,validated,validés,Boudrias,,Michel,Bloc Québécois,Bloc Québécois,31029,50.6,1282,62617
24075,Terrebonne,Terrebonne,validated,validés,Gagnon,,France,Conservative,Conservateur,4640,7.6,1282,62617
24075,Terrebonne,Terrebonne,validated,validés,Hébert,,Jade,Independent,Indépendant(e),159,.3,1282,62617
24075,Terrebonne,Terrebonne,validated,validés,Monette,,Réjean,Green Party,Parti Vert,2277,3.7,1282,62617
24075,Terrebonne,Terrebonne,validated,validés,Vézina,,Paul,Parti Rhinocéros Party,Parti Rhinocéros Party,260,.4,1282,62617
24076,Trois-Rivières,Trois-Rivières,preliminary,préliminaires,Aubin,,Robert,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9984,16.6,0,60208
24076,Trois-Rivières,Trois-Rivières,preliminary,préliminaires,Charbonneau,,Louise,Bloc Québécois,Bloc Québécois,17178,28.5,0,60208
24076,Trois-Rivières,Trois-Rivières,preliminary,préliminaires,Duplessis,,Marie,Green Party,Parti Vert,1462,2.4,0,60208
24076,Trois-Rivières,Trois-Rivières,preliminary,préliminaires,Gingras,,Marc André,People's Party,Parti populaire,572,1,0,60208
24076,Trois-Rivières,Trois-Rivières,preliminary,préliminaires,Lévesque,,Yves,Conservative,Conservateur,15192,25.2,0,60208
24076,Trois-Rivières,Trois-Rivières,preliminary,préliminaires,Renaud-Martin,,Valérie,Liberal,Libéral,15676,26,0,60208
24076,Trois-Rivières,Trois-Rivières,preliminary,préliminaires,St-Onge Lynch,,Ronald,Independent,Indépendant(e),144,.2,0,60208
24076,Trois-Rivières,Trois-Rivières,validated,validés,Aubin,,Robert,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10090,16.7,1092,61630
24076,Trois-Rivières,Trois-Rivières,validated,validés,Charbonneau,,Louise,Bloc Québécois,Bloc Québécois,17240,28.5,1092,61630
24076,Trois-Rivières,Trois-Rivières,validated,validés,Duplessis,,Marie,Green Party,Parti Vert,1492,2.5,1092,61630
24076,Trois-Rivières,Trois-Rivières,validated,validés,Gingras,,Marc André,People's Party,Parti populaire,565,.9,1092,61630
24076,Trois-Rivières,Trois-Rivières,validated,validés,Lévesque,,Yves,Conservative,Conservateur,15240,25.2,1092,61630
24076,Trois-Rivières,Trois-Rivières,validated,validés,Renaud-Martin,,Valérie,Liberal,Libéral,15774,26.1,1092,61630
24076,Trois-Rivières,Trois-Rivières,validated,validés,St-Onge Lynch,,Ronald,Independent,Indépendant(e),137,.2,1092,61630
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Bourque,,Nadia,Bloc Québécois,Bloc Québécois,6869,13.5,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Cusmano,,Liana Canton,Green Party,Parti Vert,3570,7,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Forian,,Michael,Conservative,Conservateur,4629,9.1,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Gaudet,,Tommy,Parti Rhinocéros Party,Parti Rhinocéros Party,166,.3,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Langlais,,Jean,People's Party,Parti populaire,514,1,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Miller,,Marc,Liberal,Libéral,27107,53.1,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,O'Sullivan,,Louise B.,Independent,Indépendant(e),125,.2,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Patenaude,,Marc,No Affiliation,Aucune appartenance,119,.2,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Sullivan,,Linda,ML,ML,43,.1,0,51054
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,preliminary,préliminaires,Thiébaut,,Sophie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7912,15.5,0,51054
